date,year,month,commodity,category,unit,currency,price
2014-05-19,2014,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,48143.7771
2014-05-20,2014,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,50110.2867
2014-05-21,2014,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,48160.0753
2014-05-22,2014,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,50669.0792
2014-05-23,2014,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,53643.3487
2014-05-26,2014,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,53351.1259
2014-05-27,2014,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,53712.1073
2014-05-28,2014,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,54838.6502
2014-05-29,2014,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,51859.0924
2014-05-30,2014,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,50564.6894
2014-06-02,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,50836.7058
2014-06-03,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,54813.9214
2014-06-04,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,51447.3844
2014-06-05,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,54575.611
2014-06-06,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,53439.5062
2014-06-09,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,52812.9822
2014-06-10,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,54924.177
2014-06-11,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,58583.5947
2014-06-12,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,58240.9012
2014-06-13,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,59669.1615
2014-06-16,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,55964.1457
2014-06-17,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,53823.1783
2014-06-18,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,50273.8707
2014-06-19,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,49128.8425
2014-06-20,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,50300.1524
2014-06-23,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,50602.7894
2014-06-24,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,53926.0278
2014-06-25,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,57684.0143
2014-06-26,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,56128.2281
2014-06-27,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,53591.7817
2014-06-30,2014,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,55439.4761
2014-07-01,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,57323.7829
2014-07-02,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,57130.6746
2014-07-03,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,57564.1255
2014-07-04,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,57581.6377
2014-07-07,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,54045.653
2014-07-08,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,50680.0816
2014-07-09,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,50347.4836
2014-07-10,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,49760.3266
2014-07-11,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,50214.0855
2014-07-14,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,49775.9336
2014-07-15,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46272.8005
2014-07-16,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42773.9034
2014-07-17,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44968.0221
2014-07-18,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44376.1232
2014-07-21,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44644.1118
2014-07-22,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44284.5084
2014-07-23,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43354.8859
2014-07-24,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42549.1635
2014-07-25,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45226.8999
2014-07-28,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45325.5663
2014-07-29,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46989.9021
2014-07-30,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,48696.3009
2014-07-31,2014,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,49314.7772
2014-08-01,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,50802.9521
2014-08-04,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,50505.8338
2014-08-05,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,52976.417
2014-08-06,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,54063.0396
2014-08-07,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,55307.1182
2014-08-08,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,52216.974
2014-08-11,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,52207.4103
2014-08-12,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47814.3635
2014-08-13,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,50588.8931
2014-08-14,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,49003.3322
2014-08-15,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47963.8477
2014-08-18,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45397.9656
2014-08-19,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45771.4455
2014-08-20,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45660.6244
2014-08-21,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,49383.565
2014-08-22,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,50913.3145
2014-08-25,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,49459.1725
2014-08-26,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45971.8217
2014-08-27,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42101.6002
2014-08-28,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,41280.0018
2014-08-29,2014,8,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,40108.8008
2014-09-01,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,41861.6423
2014-09-02,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42546.5364
2014-09-03,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43397.8785
2014-09-04,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42441.7707
2014-09-05,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43531.4143
2014-09-08,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,41717.1772
2014-09-09,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42498.0091
2014-09-10,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44717.4015
2014-09-11,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44535.8691
2014-09-12,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45822.5236
2014-09-15,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42493.419
2014-09-16,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,39787.561
2014-09-17,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,41501.9038
2014-09-18,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44173.3797
2014-09-19,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44282.0452
2014-09-22,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,48586.0824
2014-09-23,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45636.5695
2014-09-24,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44690.3469
2014-09-25,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45374.759
2014-09-26,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46545.9015
2014-09-29,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45602.3647
2014-09-30,2014,9,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43952.2762
2014-10-01,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45569.3654
2014-10-02,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46093.2666
2014-10-03,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45657.3129
2014-10-06,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46824.0809
2014-10-07,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46646.4641
2014-10-08,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46487.1115
2014-10-09,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46281.0452
2014-10-10,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44911.2407
2014-10-13,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43600.1801
2014-10-14,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43223.5984
2014-10-15,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43872.7678
2014-10-16,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,41082.1813
2014-10-17,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43543.5739
2014-10-20,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44106.3495
2014-10-21,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42670.4867
2014-10-22,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46085.3142
2014-10-23,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46302.7082
2014-10-24,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43934.5987
2014-10-27,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47147.6219
2014-10-28,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,49668.7133
2014-10-29,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47447.9555
2014-10-30,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46749.8271
2014-10-31,2014,10,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45910.7097
2014-11-03,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42574.2292
2014-11-04,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43758.014
2014-11-05,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45687.5599
2014-11-06,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47045.8507
2014-11-07,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47058.5555
2014-11-10,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,48772.142
2014-11-11,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46237.2812
2014-11-12,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,49657.4616
2014-11-13,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47665.1199
2014-11-14,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46241.9209
2014-11-17,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45219.4777
2014-11-18,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44238.9963
2014-11-19,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44233.8909
2014-11-20,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44158.0662
2014-11-21,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44729.0958
2014-11-24,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43511.6604
2014-11-25,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44228.5793
2014-11-26,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42615.8553
2014-11-27,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44419.7497
2014-11-28,2014,11,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45980.8581
2014-12-01,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46008.7023
2014-12-02,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44844.3309
2014-12-03,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45605.3729
2014-12-04,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44071.8831
2014-12-05,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44445.5524
2014-12-08,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44423.3395
2014-12-09,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,49344.5181
2014-12-10,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46429.4009
2014-12-11,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,41416.8061
2014-12-12,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,41050.4891
2014-12-15,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,38969.4039
2014-12-16,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,38881.6497
2014-12-17,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,37918.6799
2014-12-18,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,37743.3626
2014-12-19,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,37355.4972
2014-12-22,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,40063.3627
2014-12-23,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,40845.4032
2014-12-24,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43341.9862
2014-12-25,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43774.1579
2014-12-26,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45694.2378
2014-12-29,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45139.0834
2014-12-30,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,48095.5048
2014-12-31,2014,12,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,48632.4426
2015-01-01,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46662.7838
2015-01-02,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47658.1941
2015-01-05,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47391.2604
2015-01-06,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46725.8108
2015-01-07,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46720.5157
2015-01-08,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47937.4852
2015-01-09,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43504.6155
2015-01-12,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43177.2631
2015-01-13,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44685.7352
2015-01-14,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45229.5773
2015-01-15,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43207.3113
2015-01-16,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,39431.015
2015-01-19,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42987.0786
2015-01-20,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43002.2639
2015-01-21,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45938.1444
2015-01-22,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47287.0914
2015-01-23,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45468.811
2015-01-26,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,40865.8499
2015-01-27,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,40744.3628
2015-01-28,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,41332.8337
2015-01-29,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42635.7991
2015-01-30,2015,1,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,41100.6958
2015-02-02,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,41973.9927
2015-02-03,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42718.8871
2015-02-04,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44735.5329
2015-02-05,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44212.9083
2015-02-06,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45097.6979
2015-02-09,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45578.0145
2015-02-10,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47059.2562
2015-02-11,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45175.6229
2015-02-12,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,39565.7826
2015-02-13,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,39968.6512
2015-02-16,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,40307.6588
2015-02-17,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,39095.7829
2015-02-18,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,37570.5972
2015-02-19,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,37765.8538
2015-02-20,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,38618.9451
2015-02-23,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,39655.9821
2015-02-24,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,36761.9954
2015-02-25,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,35345.5893
2015-02-26,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,38314.1678
2015-02-27,2015,2,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,38946.8664
2015-03-02,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,39762.415
2015-03-03,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,38335.8688
2015-03-04,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,39234.0782
2015-03-05,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,39411.7311
2015-03-06,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,39174.1896
2015-03-09,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,37647.6883
2015-03-10,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,37329.9341
2015-03-11,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,41309.3018
2015-03-12,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,41166.684
2015-03-13,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42920.1414
2015-03-16,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42764.1214
2015-03-17,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42431.7729
2015-03-18,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,41600.6889
2015-03-19,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44209.8912
2015-03-20,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44845.2696
2015-03-23,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43300.152
2015-03-24,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42717.5967
2015-03-25,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44740.4185
2015-03-26,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,39538.501
2015-03-27,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,40684.8249
2015-03-30,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42033.9763
2015-03-31,2015,3,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,41042.2596
2015-04-01,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,41710.6755
2015-04-02,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42860.0867
2015-04-03,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,40885.3234
2015-04-06,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42685.327
2015-04-07,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43343.0871
2015-04-08,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43126.273
2015-04-09,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43385.1882
2015-04-10,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44648.5126
2015-04-13,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,48622.4764
2015-04-14,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,49047.17
2015-04-15,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,49809.1327
2015-04-16,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,49249.0923
2015-04-17,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,52130.6522
2015-04-20,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47767.8252
2015-04-21,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43793.6601
2015-04-22,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44000.3568
2015-04-23,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45066.8205
2015-04-24,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,40167.2517
2015-04-27,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,40629.2467
2015-04-28,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,40731.1222
2015-04-29,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42320.4452
2015-04-30,2015,4,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43181.7112
2015-05-01,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,40061.7179
2015-05-04,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,38793.2091
2015-05-05,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,38190.8025
2015-05-06,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,40056.4979
2015-05-07,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,41110.7696
2015-05-08,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,40382.8674
2015-05-11,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,41009.3375
2015-05-12,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,39569.8082
2015-05-13,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43322.873
2015-05-14,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44261.1244
2015-05-15,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45452.195
2015-05-18,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47566.8441
2015-05-19,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,48791.6982
2015-05-20,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47957.76
2015-05-21,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46829.5498
2015-05-22,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,48635.5687
2015-05-25,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47800.0749
2015-05-26,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45603.1449
2015-05-27,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,48752.25
2015-05-28,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46013.447
2015-05-29,2015,5,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42314.8039
2015-06-01,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,44035.0721
2015-06-02,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,42525.9014
2015-06-03,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43268.2272
2015-06-04,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46301.175
2015-06-05,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43184.787
2015-06-08,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43002.4194
2015-06-09,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45466.6777
2015-06-10,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46246.8004
2015-06-11,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,45334.1211
2015-06-12,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,49220.7924
2015-06-15,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47994.941
2015-06-16,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,47899.5364
2015-06-17,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,50213.6427
2015-06-18,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,50987.596
2015-06-19,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,52367.9856
2015-06-22,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,48952.3405
2015-06-23,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,50335.1925
2015-06-24,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,49444.1799
2015-06-25,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46867.3704
2015-06-26,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46565.1233
2015-06-29,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46237.4482
2015-06-30,2015,6,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,49056.5829
2015-07-01,2015,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,48743.0103
2015-07-02,2015,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,46202.9064
2015-07-03,2015,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43693.9195
2015-07-06,2015,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,43338.6362
2015-07-07,2015,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,40782.4847
2015-07-08,2015,7,Rare Earth NdPr Oxide,critical_mineral,tonne,USD,39773.7688
