date,port_name,country,port_type,waiting_days_at_anchorage,waiting_days_at_berth,turn_around_time_days,berth_occupancy_pct,vessels_at_anchorage,source_note
2023-08-07,Gangavaram,India,Discharge,0.17,0.28,3.12,75,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-08-06,Gangavaram,India,Discharge,0.24,0.31,3.21,78,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-08-05,Gangavaram,India,Discharge,0.2,0.31,3.17,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-08-04,Gangavaram,India,Discharge,0.16,0.26,3.08,73,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-08-03,Gangavaram,India,Discharge,0.2,0.25,3.12,75,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-08-02,Gangavaram,India,Discharge,0.18,0.25,3.1,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-08-01,Gangavaram,India,Discharge,0.21,0.32,3.2,77,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-31,Gangavaram,India,Discharge,0.13,0.24,3.04,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-30,Gangavaram,India,Discharge,0.16,0.29,3.12,75,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-29,Gangavaram,India,Discharge,0.15,0.18,3.0,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-28,Gangavaram,India,Discharge,0.19,0.27,3.12,75,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-27,Gangavaram,India,Discharge,0.12,0.19,2.98,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-26,Gangavaram,India,Discharge,0.19,0.26,3.11,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-25,Gangavaram,India,Discharge,0.22,0.31,3.2,77,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-24,Gangavaram,India,Discharge,0.22,0.29,3.17,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-23,Gangavaram,India,Discharge,0.2,0.33,3.2,77,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-22,Gangavaram,India,Discharge,0.17,0.29,3.13,75,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-21,Gangavaram,India,Discharge,0.2,0.24,3.11,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-20,Gangavaram,India,Discharge,0.21,0.28,3.16,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-19,Gangavaram,India,Discharge,0.12,0.21,3.0,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-18,Gangavaram,India,Discharge,0.19,0.26,3.12,75,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-17,Gangavaram,India,Discharge,0.2,0.36,3.23,78,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-16,Gangavaram,India,Discharge,0.18,0.32,3.16,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-15,Gangavaram,India,Discharge,0.17,0.31,3.15,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-14,Gangavaram,India,Discharge,0.15,0.23,3.05,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-13,Gangavaram,India,Discharge,0.15,0.23,3.04,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-12,Gangavaram,India,Discharge,0.18,0.24,3.08,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-11,Gangavaram,India,Discharge,0.17,0.25,3.08,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-10,Gangavaram,India,Discharge,0.18,0.32,3.17,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-09,Gangavaram,India,Discharge,0.17,0.28,3.11,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-08,Gangavaram,India,Discharge,0.17,0.23,3.06,73,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-07,Gangavaram,India,Discharge,0.19,0.31,3.17,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-06,Gangavaram,India,Discharge,0.19,0.26,3.11,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-05,Gangavaram,India,Discharge,0.17,0.29,3.12,75,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-04,Gangavaram,India,Discharge,0.17,0.22,3.06,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-03,Gangavaram,India,Discharge,0.19,0.26,3.12,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-02,Gangavaram,India,Discharge,0.18,0.29,3.13,75,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-07-01,Gangavaram,India,Discharge,0.16,0.3,3.13,75,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-30,Gangavaram,India,Discharge,0.22,0.28,3.17,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-29,Gangavaram,India,Discharge,0.19,0.3,3.15,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-28,Gangavaram,India,Discharge,0.21,0.34,3.22,78,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-27,Gangavaram,India,Discharge,0.19,0.31,3.17,76,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-26,Gangavaram,India,Discharge,0.23,0.29,3.19,77,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-25,Gangavaram,India,Discharge,0.12,0.21,3.0,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-24,Gangavaram,India,Discharge,0.2,0.29,3.16,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-23,Gangavaram,India,Discharge,0.16,0.29,3.11,74,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-22,Gangavaram,India,Discharge,0.17,0.21,3.05,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-21,Gangavaram,India,Discharge,0.22,0.33,3.22,78,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-20,Gangavaram,India,Discharge,0.19,0.23,3.09,74,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-19,Gangavaram,India,Discharge,0.14,0.26,3.06,73,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-18,Gangavaram,India,Discharge,0.17,0.24,3.08,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-17,Gangavaram,India,Discharge,0.22,0.28,3.16,76,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-16,Gangavaram,India,Discharge,0.16,0.27,3.1,74,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-15,Gangavaram,India,Discharge,0.14,0.18,2.99,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-14,Gangavaram,India,Discharge,0.21,0.29,3.17,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-13,Gangavaram,India,Discharge,0.16,0.3,3.12,75,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-12,Gangavaram,India,Discharge,0.14,0.23,3.03,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-11,Gangavaram,India,Discharge,0.16,0.26,3.09,74,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-10,Gangavaram,India,Discharge,0.18,0.27,3.12,75,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-09,Gangavaram,India,Discharge,0.12,0.2,2.99,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-08,Gangavaram,India,Discharge,0.17,0.24,3.07,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-07,Gangavaram,India,Discharge,0.14,0.22,3.03,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-06,Gangavaram,India,Discharge,0.19,0.3,3.15,76,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-05,Gangavaram,India,Discharge,0.18,0.25,3.1,74,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-04,Gangavaram,India,Discharge,0.22,0.27,3.16,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-03,Gangavaram,India,Discharge,0.18,0.23,3.09,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-02,Gangavaram,India,Discharge,0.21,0.3,3.17,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-06-01,Gangavaram,India,Discharge,0.21,0.27,3.15,76,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-31,Gangavaram,India,Discharge,0.12,0.2,2.98,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-30,Gangavaram,India,Discharge,0.13,0.18,2.98,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-29,Gangavaram,India,Discharge,0.19,0.25,3.1,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-28,Gangavaram,India,Discharge,0.17,0.25,3.09,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-27,Gangavaram,India,Discharge,0.17,0.23,3.06,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-26,Gangavaram,India,Discharge,0.16,0.27,3.11,74,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-25,Gangavaram,India,Discharge,0.17,0.24,3.08,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-24,Gangavaram,India,Discharge,0.17,0.3,3.13,75,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-23,Gangavaram,India,Discharge,0.13,0.2,3.0,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-22,Gangavaram,India,Discharge,0.14,0.24,3.05,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-21,Gangavaram,India,Discharge,0.16,0.21,3.03,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-20,Gangavaram,India,Discharge,0.19,0.23,3.09,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-19,Gangavaram,India,Discharge,0.13,0.22,3.01,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-18,Gangavaram,India,Discharge,0.17,0.22,3.06,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-17,Gangavaram,India,Discharge,0.12,0.21,3.0,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-16,Gangavaram,India,Discharge,0.14,0.24,3.05,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-15,Gangavaram,India,Discharge,0.18,0.3,3.15,75,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-14,Gangavaram,India,Discharge,0.15,0.22,3.03,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-13,Gangavaram,India,Discharge,0.11,0.2,2.98,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-12,Gangavaram,India,Discharge,0.15,0.21,3.02,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-11,Gangavaram,India,Discharge,0.14,0.2,3.01,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-10,Gangavaram,India,Discharge,0.13,0.22,3.02,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-09,Gangavaram,India,Discharge,0.14,0.2,3.01,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-08,Gangavaram,India,Discharge,0.18,0.27,3.12,74,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-07,Gangavaram,India,Discharge,0.14,0.24,3.05,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-06,Gangavaram,India,Discharge,0.17,0.24,3.08,73,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-05,Gangavaram,India,Discharge,0.16,0.26,3.09,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-04,Gangavaram,India,Discharge,0.11,0.19,2.96,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-03,Gangavaram,India,Discharge,0.17,0.25,3.08,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-02,Gangavaram,India,Discharge,0.16,0.22,3.04,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-05-01,Gangavaram,India,Discharge,0.14,0.23,3.04,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-30,Gangavaram,India,Discharge,0.14,0.26,3.07,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-29,Gangavaram,India,Discharge,0.16,0.24,3.07,73,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-28,Gangavaram,India,Discharge,0.14,0.23,3.04,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-27,Gangavaram,India,Discharge,0.17,0.25,3.09,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-26,Gangavaram,India,Discharge,0.17,0.24,3.07,73,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-25,Gangavaram,India,Discharge,0.14,0.25,3.06,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-24,Gangavaram,India,Discharge,0.13,0.18,2.98,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-23,Gangavaram,India,Discharge,0.11,0.2,2.98,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-22,Gangavaram,India,Discharge,0.15,0.21,3.03,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-21,Gangavaram,India,Discharge,0.16,0.2,3.03,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-20,Gangavaram,India,Discharge,0.15,0.18,3.0,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-19,Gangavaram,India,Discharge,0.13,0.21,3.01,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-18,Gangavaram,India,Discharge,0.18,0.26,3.1,74,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-17,Gangavaram,India,Discharge,0.16,0.21,3.04,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-16,Gangavaram,India,Discharge,0.16,0.27,3.09,74,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-15,Gangavaram,India,Discharge,0.14,0.2,3.01,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-14,Gangavaram,India,Discharge,0.14,0.23,3.04,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-13,Gangavaram,India,Discharge,0.19,0.24,3.1,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-12,Gangavaram,India,Discharge,0.12,0.16,2.94,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-11,Gangavaram,India,Discharge,0.15,0.25,3.07,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-10,Gangavaram,India,Discharge,0.19,0.26,3.12,74,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-09,Gangavaram,India,Discharge,0.18,0.27,3.12,75,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-08,Gangavaram,India,Discharge,0.15,0.2,3.01,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-07,Gangavaram,India,Discharge,0.12,0.22,3.01,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-06,Gangavaram,India,Discharge,0.13,0.19,2.99,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-05,Gangavaram,India,Discharge,0.14,0.23,3.04,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-04,Gangavaram,India,Discharge,0.21,0.26,3.14,75,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-03,Gangavaram,India,Discharge,0.13,0.19,2.98,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-02,Gangavaram,India,Discharge,0.15,0.25,3.07,73,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-04-01,Gangavaram,India,Discharge,0.14,0.21,3.02,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-31,Gangavaram,India,Discharge,0.13,0.2,3.0,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-30,Gangavaram,India,Discharge,0.15,0.22,3.04,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-29,Gangavaram,India,Discharge,0.13,0.18,2.97,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-28,Gangavaram,India,Discharge,0.15,0.21,3.02,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-27,Gangavaram,India,Discharge,0.18,0.25,3.1,74,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-26,Gangavaram,India,Discharge,0.14,0.2,3.0,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-25,Gangavaram,India,Discharge,0.09,0.15,2.91,68,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-24,Gangavaram,India,Discharge,0.12,0.15,2.93,68,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-23,Gangavaram,India,Discharge,0.13,0.2,3.0,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-22,Gangavaram,India,Discharge,0.15,0.26,3.07,73,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-21,Gangavaram,India,Discharge,0.12,0.16,2.95,69,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-20,Gangavaram,India,Discharge,0.13,0.24,3.04,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-19,Gangavaram,India,Discharge,0.09,0.15,2.91,68,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-18,Gangavaram,India,Discharge,0.14,0.18,2.98,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-17,Gangavaram,India,Discharge,0.12,0.2,2.99,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-16,Gangavaram,India,Discharge,0.13,0.18,2.97,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-15,Gangavaram,India,Discharge,0.11,0.15,2.93,68,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-14,Gangavaram,India,Discharge,0.09,0.16,2.91,68,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-13,Gangavaram,India,Discharge,0.13,0.17,2.96,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-12,Gangavaram,India,Discharge,0.13,0.19,2.99,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-11,Gangavaram,India,Discharge,0.14,0.21,3.02,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-10,Gangavaram,India,Discharge,0.13,0.17,2.97,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-09,Gangavaram,India,Discharge,0.14,0.18,2.99,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-08,Gangavaram,India,Discharge,0.13,0.2,3.0,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-07,Gangavaram,India,Discharge,0.14,0.19,3.0,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-06,Gangavaram,India,Discharge,0.13,0.16,2.96,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-05,Gangavaram,India,Discharge,0.11,0.16,2.93,68,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-04,Gangavaram,India,Discharge,0.13,0.2,2.99,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-03,Gangavaram,India,Discharge,0.13,0.24,3.03,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-02,Gangavaram,India,Discharge,0.14,0.22,3.02,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-03-01,Gangavaram,India,Discharge,0.14,0.18,2.98,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-28,Gangavaram,India,Discharge,0.09,0.14,2.9,67,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-27,Gangavaram,India,Discharge,0.16,0.2,3.02,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-26,Gangavaram,India,Discharge,0.15,0.21,3.02,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-25,Gangavaram,India,Discharge,0.15,0.22,3.04,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-24,Gangavaram,India,Discharge,0.14,0.22,3.03,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-23,Gangavaram,India,Discharge,0.1,0.18,2.95,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-22,Gangavaram,India,Discharge,0.11,0.16,2.93,68,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-21,Gangavaram,India,Discharge,0.17,0.22,3.05,72,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-20,Gangavaram,India,Discharge,0.12,0.2,2.99,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-19,Gangavaram,India,Discharge,0.11,0.18,2.96,69,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-18,Gangavaram,India,Discharge,0.14,0.2,3.01,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-17,Gangavaram,India,Discharge,0.12,0.16,2.94,69,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-16,Gangavaram,India,Discharge,0.11,0.18,2.96,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-15,Gangavaram,India,Discharge,0.11,0.17,2.94,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-14,Gangavaram,India,Discharge,0.15,0.2,3.01,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-13,Gangavaram,India,Discharge,0.14,0.24,3.05,72,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-12,Gangavaram,India,Discharge,0.13,0.17,2.96,69,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-11,Gangavaram,India,Discharge,0.14,0.2,3.0,71,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-10,Gangavaram,India,Discharge,0.12,0.21,3.0,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-09,Gangavaram,India,Discharge,0.13,0.18,2.97,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-08,Gangavaram,India,Discharge,0.14,0.18,2.99,70,1,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-07,Gangavaram,India,Discharge,0.13,0.19,2.99,70,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-06,Gangavaram,India,Discharge,0.14,0.2,3.01,71,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-05,Gangavaram,India,Discharge,0.1,0.18,2.96,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
2023-02-04,Gangavaram,India,Discharge,0.1,0.18,2.94,69,0,"Synthetic (2011-2026, calibrated to Ministry TRT & UNCTAD patterns)"
